Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Cho thuê nhà ngõ Nguyễn Hoàng, Mỹ Đình, DT 100m2, 7 tầng, lô góc MT 30m. Giá 80tr/th","
80 Triệu/tháng","
100.7 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['/Images/no-photo170.png']
"Cho thuê tòa nhà KĐT Dịch Vọng, công viên Cầu Giấy. DT 160m2, 7T nổi 1 hầm, MT 10m, giá 160tr/th","
160 Triệu/tháng","
160 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/03/25/20210325113510-5050_wm.jpg']
"Cho thuê nhà ngõ Lê Văn Lương, Thanh Xuân, DT 270m2, 7 nổi 1 hầm, MT 15m. Giá 220tr/th","
220 Triệu/tháng","
270 m²","
Thanh Xuân - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/03/22/20210322113257-022b_wm.jpg']
"Cho thuê tòa nhà phố Trần Thái Tông cạnh CV Cầu Giấy. DT 130m2, 7T nổi 1 hầm, Mt 8m giá 130tr/th","
90 Triệu/tháng","
130 m²","
Cầu Giấy - Hà Nội",04/07/2021,['/Images/no-photo170.png']
"Cho thuê phòng trọ khu dân cư Bắc Rạch Chiếc P. Phước Long A, Q9, có sẵn máy lạnh 3,5tr/tháng","
3.5 Triệu/tháng","
22 m²","
Quận 9 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613101630-996c_wm.jpg']
"Cho thuê nhà nguyên căn trệt lầu và kho mặt tiền ngang 9m đường 30/4, ninh kiều, cần thơ, DT: 700m2","
40 Triệu/tháng","
700 m²","
Ninh Kiều - Cần Thơ",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529100603-7bb6_wm.jpg']
Cho thuê quỹ căn hộ đẹp nhất dự án từ 2 - 3 phòng ngủ tại Thống Nhất Complex,"
12 Triệu/tháng","
95 m²","
Thanh Xuân - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2022/01/05/20220105102617-d301_wm.jpg']
(Hot nhất) cho thuê căn hộ 3 phòng ngủ full nội thất đẹp tại dự án Hà Nội Times Tower,"
17 Triệu/tháng","
115 m²","
Thanh Xuân - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2021/06/11/20210611184701-7623_wm.jpg']
(Hot) cho thuê quỹ căn hộ từ 2 - 3 phòng ngủ đồ cơ bản - full nội thất dự án CC 90 Nguyễn Tuân,"
11 Triệu/tháng","
92 m²","
Thanh Xuân - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2021/03/27/20210327094653-b752_wm.jpg']
Cho thuê quỹ căn hộ đẹp từ 2 - 3 phòng ngủ giá rẻ tại dự án Hà Nội Center Point,"
12 Triệu/tháng","
90 m²","
Thanh Xuân - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2021/04/22/20210422213528-3994_wm.jpg']
(Chung cư Golden Palace Mễ Trì) cho thuê căn 3n full nội thất cao cấp diện tích 118 m2,"
17.5 Triệu/tháng","
118 m²","
Nam Từ Liêm - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624185319-909b_wm.jpg']
(Chung Cư Vinhomes Green Bay Mễ Trì  ) Cho Thuê Căn 2 Ngủ 1 Vệ Sinh Full Nội Thất Cao Cấp,"
14.5 Triệu/tháng","
62 m²","
Nam Từ Liêm - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625100111-a56e_wm.jpg']
"Cho thuê nhà trệt 3 lầu mặt tiền ngang 8m đường trần văn khéo, ninh kiều, cần thơ, sát TTTM cái khế","
80 Triệu/tháng","
128 m²","
Ninh Kiều - Cần Thơ",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529093931-3976_wm.jpg']
"CHO THUÊ VĂN PHÒNG TẦNG 1 CÓ 1 PN, 1 PHÒNG LÀM VIỆC","
Thỏa thuận","
20 m²","
Tân Bình - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625093506-16ea_wm.jpg']
"Chính chủ cần cho thuê căn hộ 80m2 TK 2 Ngủ 2 vệ sinh full nội thất Cả đồ điện tử giá thuê 11,5tr/t","
11.5 Triệu/tháng","
80 m²","
Hoàng Mai - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613090319-83fd_wm.jpg']
"Cho thuê 5ph đẹp 30m2 -VP- MB KINH DOANH,TIỆN ICH-TIỆN ĐI LẠI-cạnh ĐH Công Nghiệp HN-VIU ĐẸP THOÁNG","
2.9 Triệu/tháng","
30 m²","
Bắc Từ Liêm - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/28/20230528090817-61e8_wm.jpg']
"Cho thuê nhà C1/5 Phạm Hùng, Quận 8. DT: 20x85m ~ 1700m2","
300 Triệu/tháng","
1700 m²","
Quận 8 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2021/03/24/20210324134426-6a95_wm.jpg']
"Cho thuê nhà 5 Lê Thánh Tôn, P. Bến Nghé, Quận 1","
570 Triệu/tháng","
123.2 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2022/11/22/20221122085549-d653_wm.jpg']
"Cho thuê nhà 166-168 Nguyễn Trãi, Quận 5. DT: 7.2x17m 2 lầu","
190 Triệu/tháng","
122.4 m²","
Quận 5 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2022/03/29/20220329171258-f513_wm.jpg']
"Cho thuê nhà 328 Nguyễn Thị Thập, Q.7 - DT: 7.5x10m, trệt 2 lầu ST","
70 Triệu/tháng","
225 m²","
Quận 7 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/07/20230607084659-bb58_wm.jpg']
"Cho thuê nhà 4 tầng góc 2 MT 146 Nguyễn Văn Cừ, Quận 1","
80 Triệu/tháng","
75 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2022/04/22/20220422142642-b787_wm.jpg']
"Cho thuê nhà 11a Tôn Đức Thắng, Quận 1. DT: 5x27m 5 tầng TM","
115 Triệu/tháng","
135 m²","
Quận 1 - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2021/03/24/20210324081931-9cf3_wm.jpg']
"Cho thuê nhà  410 Hậu Giang, Quận 6. Dt: 12.7x27m 3 lầu","
200 Triệu/tháng","
342.9 m²","
Quận 6 - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2022/08/09/20220809090509-5107_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/08/09/20220809090509-5107_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/08/09/20220809090510-1608_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/08/09/20220809090511-e3c3_wm.jpg']"
"Cho thuê nhà 20-22 Quang Trung, Quận Gò Vấp. DT: 8x20m, 1 lầu","
Thỏa thuận","
160 m²","
Gò Vấp - Hồ Chí Minh",25/06/2023,"['https://img.dothi.net/crop/170x115/2022/03/17/20220317170242-f39e_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/03/17/20220317170242-f39e_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/03/17/20220317170242-a0e0_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/03/17/20220317170243-ce80_wm.jpg']"
"Cho thuê căn hộ chung cư Keangnam Landmark, căn góc dt 206m2, 4 ngủ đủ đồ","
70 Triệu/tháng","
206 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/10/20210610112826-cfe4_wm.jpg']
"Cho thuê nhà MT 49 Ông Ích Khiêm, Q11. DT: 15x88m (DTSD 2640m2), 2 tầng","
170 Triệu/tháng","
1320 m²","
Quận 11 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/05/05/20210505144807-a6a2_wm.jpg']
"Nhà phố cho thuê đường 33, Trần Não - Bình An, Quận 2. Diện tích: 138m2, giá tốt","
45 Triệu/tháng","
138 m²","
Quận 2 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/02/26/20210226134549-183e_wm.jpg']
"Văn phòng - kinh doanh, diện tích SD 580m2, KĐT Kiến Hưng","
30 Triệu/tháng","
Không xác định","
Hà Đông - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/01/24/20210124215558-6748_wm.jpg']
"Cho thuê kho xưởng tại KCN Hố Nai 3, Biên Hoà, Đồng Nai","
250 Triệu/tháng","
6543 m²","
Biên Hòa - Đồng Nai",04/07/2021,['https://img.dothi.net/crop/170x115/2021/05/19/20210519093500-1d84_wm.jpg']
"Cho thuê CH 2PN, 2WC, 73m2 nhà trống 7 tr/th tại Moscow Tower, 0909777633","
7 Triệu/tháng","
73 m²","
Quận 12 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2020/08/27/20200827105435-6d0a_wm.jpg']
"CC cho thuê kho xưởng 1000m2 2500m2 4000m2 7000m2 10000m2 20000m2 tại KCN Đài Tư, Long Biên HN","
130 Nghìn/m²/tháng","
7000 m²","
Long Biên - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/01/20210701092617-ab3e_wm.jpg']
"Cho thuê nhà ngõ 11/6 Lê Đức Thọ 5 tầng, 3 phòng giá 7x ở làm vp, bán hàng online","
7.5 Triệu/tháng","
29 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/22/20210622092654-36fc_wm.jpg']
"Cho thuê đất nền tại Thạch Bàn, Long Biên, Hà Nội. LH: 0983.877.958","
Thỏa thuận","
70000 m²","
Long Biên - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/21/20210621091547-2247_wm.jpg']
Cho thuê căn chung cư 2 phòng ngủ tại Hateco Apollo Xuân Phương: 0932239065/0987675881,"
7 Triệu/tháng","
58 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/05/28/20210528100304-442b_wm.jpg']
"Cho thuê nhà tầng 1 ngõ 66 phố Quán Sứ, giá 3,5 triệu/th","
3.5 Triệu/tháng","
18 m²","
Hoàn Kiếm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/04/20210704092442-620b_wm.jpg']
Cho thuê 1PN riêng biệt nhà đẹp y hình giá chỉ 12tr/th nhận căn hộ cao cấp Botanica Premier,"
12 Triệu/tháng","
52 m²","
Tân Bình - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/01/20210701092358-c7a0_wm.jpg']
"Cho thuê chung cư Golden Land 275 Nguyễn Trãi diện tích 135m2 3PN 2WC đầy đủ đồ, nhà đẹp 16 tr/th","
16 Triệu/tháng","
135 m²","
Thanh Xuân - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/25/20210625092243-f876_wm.jpg']
Cho thuê văn phòng hạng A tại trung tâm Đà Nẵng - 2 mặt tiền Hải Phòng giao Ngô Gia Tự,"
412.74 Nghìn/m²/tháng","
45 m²","
Hải Châu - Đà Nẵng",04/07/2021,['https://img.dothi.net/crop/170x115/2021/01/30/20210130103830-847f_wm.jpg']
Cho thuê 3 tầng mặt tiền shophouse làm văn phòng DTSD: 200m2 trong KDC Vạn Phúc City Thủ Đức,"
30 Triệu/tháng","
200 m²","
Thủ Đức - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2020/11/05/20201105151235-1cb1_wm.jpg']
Cho thuê căn hộ 3PN Times City khu P giá 19tr/tháng. LH: 0865161216,"
19 Triệu/tháng","
100 m²","
Hai Bà Trưng - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/28/20210628091841-38b2_wm.jpg']
"Cho thuê nguyên căn Vinhomes Marina Cầu Rào 2, Lê Chân, Hải Phòng. LH 0936 566 818","
30 Triệu/tháng","
75 m²","
Lê Chân - Hải Phòng",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/04/20210604164532-1775_wm.jpg']
"Cho thuê nhà khu biệt thự Sao Đỏ, Anh Dũng, Dương Kinh, Hải Phòng, DT 200m2, LH 0936 566 818","
Thỏa thuận","
200 m²","
Dương Kinh - Hải Phòng",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/01/20210601212902-efe4_wm.jpg']
"Cho thuê biệt thự 3 tầng tại khu đô thị Nam Sông Lạch Tray, Dương Kinh, Hải Phòng. DT 300m2","
Thỏa thuận","
300 m²","
Dương Kinh - Hải Phòng",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/01/20210601131939-048e_wm.jpg']
Chính chủ cho thuê dài hạn căn 58m2 chung cư Hateco Xuân Phương giá chỉ 6tr/tháng,"
6 Triệu/tháng","
58 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/04/20210704091906-0c9c_wm.jpg']
"Cho thuê nhà đẹp 2 tầng mặt tiền đường Thái Nguyên, Nha Trang, gần Vincom, giá 25tr","
25 Triệu/tháng","
72 m²","
Nha Trang - Khánh Hòa",24/06/2023,['https://img.dothi.net/crop/170x115/2023/05/28/20230528160250-f20a_wm.jpg']
"Cho thuê mặt bằng chân đế chung cư 489m2 làm nhà hàng, quán café, Thẩm mỹ viện","
230 Triệu/tháng","
Không xác định","
Cầu Giấy - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624160218-a0f4_wm.jpg']
"Cho thuê nhà giá cực HOT 9Tr/tháng, Q.6, DT 50m2, 2PN - 2WC","
9 Triệu/tháng","
50 m²","
Quận 6 - Hồ Chí Minh",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/21/20230621154019-36c5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/21/20230621154019-36c5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/21/20230621154031-39c9_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/21/20230621154032-fa00_wm.jpg']"
"Cho thuê nhà 46 Trương Quốc Dung, Phú Nhuận - DT 10x14m, DTSD ~ 280m2","
100 Triệu/tháng","
280 m²","
Phú Nhuận - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/05/31/20230531151750-6d0c_wm.jpg']
"CHO THUÊ NHÀ PHỐ NHÀ BÈ 1 TRỆT 1 LẦU, GIÁ 4.5TR","
4.5 Triệu/tháng","
70 m²","
Nhà Bè - Hồ Chí Minh",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/12/20230612150148-c856_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/12/20230612150148-c856_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/12/20230612150153-9dc5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/12/20230612150156-129f_wm.jpg']"
Gấp cho thuê chung cư Golden Westlake căn góc 115m2 2 phòng ngủ full đồ đẹp đang trống vào luôn,"
23 Triệu/tháng","
115 m²","
Tây Hồ - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/01/09/20230109105132-53b6_wm.jpg']
CHO THUÊ NHÀ MẶT TIỀN NGUYỄN VĂN CỪ NGANG 9M GIÁ 26 TRIỆU THÁNG,"
30 Triệu/tháng","
216 m²","
Ninh Kiều - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612144705-cc34_wm.jpg']
CHO THUÊ NHÀ BIỆT THỰ KDC NAM LONG NGANG TRÊN 12M GIÁ 30 TRIỆU THÁNG,"
30 Triệu/tháng","
194 m²","
Cái Răng - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612144546-63c9_wm.jpg']
CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG CÁCH MẠNG THÁNG 8 NINH KIỀU GIÁ 20 TRIỆU THÁNG,"
20 Triệu/tháng","
84 m²","
Ninh Kiều - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612144148-c4c1_wm.jpg']
CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN VĂN LINH THUẬN TIỆN KINH DOANH GIÁ 13 TRIỆU THÁNG,"
13 Triệu/tháng","
Không xác định","
Ninh Kiều - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612143935-91af_wm.jpg']
Chính chủ cho thuê căn hộ Terra Rosa Khang Nam 2PN có NTĐĐ giá rẻ,"
6 Triệu/tháng","
69 m²","
Bình Chánh - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/02/18/20230218164050-b60d_wm.jpg']
Cho thuê nhà đầy đủ nội thất khu 13E giá rẻ,"
14 Triệu/tháng","
100 m²","
Bình Chánh - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2022/12/14/20221214140649-7c17_wm.jpg']
Cho thuê nhà phố nguyên căn khu dân cư 13E Intresco Phong Phú Bình Chánh giá rẻ,"
14 Triệu/tháng","
100 m²","
Bình Chánh - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2021/09/27/20210927105309-1a27_wm.jpg']
"Cho thuê nhà trệt 1 lầu mặt tiền đường lê lai, ninh kiều, cần thơ, đã setup sẵn mô hình kinh doanh","
15 Triệu/tháng","
96 m²","
Ninh Kiều - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612142427-889d_wm.jpg']
"Cho thuê nhà trệt đường cách mạng tháng 8, bình thủy, cần thơ, nhà có nội thất và gần chợ an thới","
7 Triệu/tháng","
60 m²","
Bình Thủy - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612140911-7abe_wm.jpg']
"Cho thuê cả nhà 3 tầng tại khu villa 2 Hyundai, Hà Cầu, Hà Đông","
40 Triệu/tháng","
100 m²","
Hà Đông - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/03/31/20230331130237-87b9_wm.jpg']
"Cho thuê căn 2PN, 2WC 57m2 giá 4tr/th căn. 0989337446","
4 Triệu/tháng","
57 m²","
Thuận An - Bình Dương",24/06/2023,['https://img.dothi.net/crop/170x115/2022/08/19/20220819153938-2aea_wm.jpg']
"Cho thuê nhà mặt phố lô góc vỉa hè rộng, khu nhà giàu, kinh doanh VIP","
50 Triệu/tháng","
300 m²","
Long Biên - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624130820-7d6c_wm.jpg']
"Cho thuê nhà nguyên căn mặt tiền đường trần hưng đạo, ninh kiều, cần thơ, nhà gần ngã 3 lý tự trọng","
14 Triệu/tháng","
47 m²","
Ninh Kiều - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612123946-fbc0_wm.jpg']
"Cho thuê mặt bằng góc 2 mặt tiền đường cách mạng tháng 8, bình thủy, cần thơ, đoạn gần chợ an thới","
14 Triệu/tháng","
67.5 m²","
Bình Thủy - Cần Thơ",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612122701-814f_wm.jpg']
"Chính chủ cho thuê dài hạn căn góc 94m2 chung cư CT2 Xuân Phương full nội thất, 0973351259","
8 Triệu/tháng","
94 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['/Images/no-photo170.png']
Chính chủ cho thuê căn hộ 3 phòng ngủ tại chung cư Hateco Xuân Phương giá chỉ 7.5tr/tháng,"
7.5 Triệu/tháng","
70 m²","
Nam Từ Liêm - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/18/20210618103921-1add_wm.jpg']
Chính chủ cho thuê gấp căn 78m2 chung cư 7A Lê Đức Thọ giá chỉ 7tr/tháng LH: 0973351259,"
7 Triệu/tháng","
78 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/18/20210618103015-4c7d_wm.jpg']
"BQL cho thuê CHCC giá rẻ mùa dịch tại Hà Nội Paragon: 94m2, 2pn full đồ thiếu, nhà đẹp mới 11tr/th","
11 Triệu/tháng","
94 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/22/20210622083056-9d81_wm.jpg']
"Cho thuê CH Dream Home Luxury 69m2 2PN 2WC, full nội thất, miễn phí phí quản lý hỗ trợ dịch 7tr/th","
7 Triệu/tháng","
69 m²","
Gò Vấp - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/04/20210704085534-3f47_wm.jpg']
"Hot, cho thuê văn phòng phố Duy Tân tòa nhà HT vừa xây dựng xong năm 2021. Dt 60m2 360m2/sàn","
235 Nghìn/m²/tháng","
150 m²","
Cầu Giấy - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/10/20210610115110-5c58_wm.jpg']
"Chính chủ cho thuê CCMN ngõ 55 Trần Phú, Hà Đông, Hà Nội","
4.5 Triệu/tháng","
35 m²","
Hà Đông - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/22/20210622090427-12b1_wm.jpg']
"Cho thuê kho xưởng xưởng DT 1000m2 1700m 3000m2 6000m2 tại KCN Duyên Thái, Thường Tín, Hà Nội","
65 Nghìn/m²/tháng","
1700 m²","
Thường Tín - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/16/20210616084056-b4ec_wm.jpg']
"PKD dự án Palm Heigts chuyên cho thuê cập nhật các căn giá tốt, nội thất đẹp 0909986202","
16 Triệu/tháng","
105 m²","
Quận 2 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/05/09/20210509092210-287d_wm.jpg']
"Cho thuê nhà 68m2 giá 23 triệu/th mặt phố số 10 Đông Quan, Quan Hoa, Cầu Giấy","
23 Triệu/tháng","
68 m²","
Cầu Giấy - Hà Nội",04/07/2021,['/Images/no-photo170.png']
"Cho thuê phòng 2,5 triệu/tháng, chung cư mini số 37 Hồng Tiến, P. Bồ Đề, Long Biên","
2.5 Triệu/tháng","
40 m²","
Long Biên - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/21/20210621163347-03bf_wm.jpg']
"Cho thuê nhà mặt phố Hoàng Cầu phường Ô Chợ Dừa, Q Đống Đa, Hà Nội","
250 Triệu/tháng","
240 m²","
Đống Đa - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/06/28/20210628083433-964c_wm.jpg']
"Cho thuê căn hộ 2 phòng ngủ chung cư Conic Riverside, 73m2, 6,5tr/tháng, nhà mới ở ngay","
6.5 Triệu/tháng","
73 m²","
Bình Chánh - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/03/18/20210318154014-0a7d_wm.png']
"Cho thuê nhà mặt phố Thái Thịnh, phường Thịnh Quang, Đống Đa, Hà Nội","
150 Triệu/tháng","
130 m²","
Đống Đa - Hà Nội",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/04/20210704083426-451e_wm.jpg']
"2PN Feliz En Vista 22 tr/th, giá tháng 7 mới nhất, tiết kiệm thời gian khách hàng xem nhà 24/7","
22 Triệu/tháng","
106 m²","
Quận 2 - Hồ Chí Minh",04/07/2021,['https://img.dothi.net/crop/170x115/2021/07/01/20210701082257-e0a4_wm.jpg']
